osm_label,overture_label,affinity,s_lin,s_emp,n_confirmed
Physical Therapy,Other Financial,0.3405,0.3405,0.0,0
Physical Therapy,Massage Therapy,0.0034,0.0,0.0211,19
Physical Therapy,Fitness Center,0.0024,0.0,0.0177,16
Physical Therapy,Community Center,0.0012,0.0,0.0122,11
Physical Therapy,Other Professional,0.0002,0.0,0.0044,4
Physical Therapy,Recreation,0.0002,0.0,0.0044,4
Physical Therapy,Animal Shelter,0.0,0.0,0.0011,1
Physical Therapy,Hair and Beauty,0.0,0.0,0.0011,1
Physical Therapy,Legal Service,0.0,0.0,0.0011,1
Physical Therapy,Place of Worship,0.0,0.0,0.0011,1
Physical Therapy,School,0.0,0.0,0.0011,1
Place of Worship,Place of Worship,1.0,1.0,1.0,24920
Place of Worship,Historic Site,0.7652,0.7652,0.0004,11
Place of Worship,Community Center,0.4921,0.4921,0.0053,131
Place of Worship,Cemetery,0.4693,0.4693,0.0,1
Place of Worship,Other Amenity,0.291,0.291,0.0,0
Place of Worship,School,0.0006,0.0,0.0019,47
Place of Worship,Fitness Center,0.0005,0.0,0.0016,40
Place of Worship,Kindergarten,0.0001,0.0,0.0008,21
Place of Worship,Bank,0.0,0.0,0.0,1
Place of Worship,Bookstore,0.0,0.0,0.0001,3
Place of Worship,Cafe,0.0,0.0,0.0001,2
Place of Worship,Campground,0.0,0.0,0.0001,3
Place of Worship,Childcare,0.0,0.0,0.0002,5
Place of Worship,Dentist,0.0,0.0,0.0,1
Place of Worship,Event Venue,0.0,0.0,0.0002,4
Place of Worship,Florist,0.0,0.0,0.0,1
Place of Worship,Funeral Services,0.0,0.0,0.0001,3
Place of Worship,Home Service,0.0,0.0,0.0001,3
Place of Worship,Hotel,0.0,0.0,0.0002,6
Place of Worship,Massage Therapy,0.0,0.0,0.0001,3
Place of Worship,Mental Health,0.0,0.0,0.0001,3
Place of Worship,Museum,0.0,0.0,0.0001,2
Place of Worship,Other Healthcare,0.0,0.0,0.0001,3
Place of Worship,Other Professional,0.0,0.0,0.0001,3
Place of Worship,Other Shop,0.0,0.0,0.0001,2
Place of Worship,Park,0.0,0.0,0.0001,2
Place of Worship,Performing Arts,0.0,0.0,0.0002,4
Place of Worship,Print and Copy Shop,0.0,0.0,0.0001,3
Place of Worship,Recreation,0.0,0.0,0.0,1
Place of Worship,Restaurant,0.0,0.0,0.0,1
Place of Worship,Specialty Store,0.0,0.0,0.0001,3
Place of Worship,Thrift Store,0.0,0.0,0.0001,2
Place of Worship,University,0.0,0.0,0.0002,5
Playground,Playground,1.0,1.0,1.0,43
Playground,Park,0.7333,0.7333,0.2093,9
Playground,Recreation,0.5739,0.5739,0.3488,15
Playground,Dog Park,0.5653,0.5653,0.0233,1
Playground,Fitness Center,0.4917,0.4917,0.0233,1
Playground,Performing Arts,0.4433,0.4433,0.0,0
Playground,Golf Course,0.4265,0.4265,0.0,0
Playground,Swimming Pool,0.4243,0.4243,0.0,0
Playground,Sports Outlet,0.4084,0.4084,0.0,0
Playground,Bowling Alley,0.3979,0.3979,0.0,0
Playground,Museum,0.002,0.0,0.0698,3
Playground,Cafe,0.0009,0.0,0.0465,2
Playground,Fast Food,0.0009,0.0,0.0465,2
Playground,Restaurant,0.0009,0.0,0.0465,2
Playground,School,0.0009,0.0,0.0465,2
Playground,Arcade,0.0002,0.0,0.0233,1
Playground,Bar,0.0002,0.0,0.0233,1
Playground,Other Amenity,0.0002,0.0,0.0233,1
Post Office,Post Office,1.0,1.0,1.0,1190
Post Office,Other Professional,0.823,0.823,0.0336,40
Post Office,Other Financial,0.3413,0.3413,0.0,0
Post Office,Home Service,0.34,0.34,0.0,0
Post Office,Real Estate,0.3228,0.3228,0.0,0
Post Office,Legal Service,0.2894,0.2894,0.0034,4
Post Office,Bank,0.2813,0.2813,0.0,0
Post Office,ATM,0.2765,0.2765,0.0,0
Post Office,Self-Storage,0.2691,0.2691,0.0,0
Post Office,Print and Copy Shop,0.2607,0.2607,0.0294,35
Post Office,Laundromat,0.2517,0.2517,0.0,0
Post Office,Childcare,0.2506,0.2506,0.0,0
Post Office,Funeral Services,0.2445,0.2445,0.0,0
Post Office,Dry Cleaning,0.2323,0.2323,0.0,0
Post Office,Other Amenity,0.2204,0.2204,0.0025,3
Post Office,Other Shop,0.1781,0.1781,0.0008,1
Post Office,Specialty Store,0.0002,0.0,0.0042,5
Post Office,Bar,0.0,0.0,0.0008,1
Post Office,Cafe,0.0,0.0,0.0008,1
Post Office,Car Repair,0.0,0.0,0.0008,1
Post Office,Clothing Store,0.0,0.0,0.0008,1
Post Office,Florist,0.0,0.0,0.0017,2
Post Office,Government Office,0.0,0.0,0.0017,2
Post Office,Shopping Center,0.0,0.0,0.0008,1
Print and Copy Shop,Print and Copy Shop,1.0,1.0,0.9755,558
Print and Copy Shop,Post Office,0.89,0.2607,1.0,572
Print and Copy Shop,Other Financial,0.3567,0.3567,0.0017,1
Print and Copy Shop,Home Service,0.3553,0.3553,0.0052,3
Print and Copy Shop,Real Estate,0.3365,0.3365,0.0,0
Print and Copy Shop,Other Professional,0.3158,0.3158,0.0909,52
Print and Copy Shop,Legal Service,0.3004,0.3004,0.0087,5
Print and Copy Shop,Bank,0.2917,0.2917,0.0,0
Print and Copy Shop,ATM,0.2865,0.2865,0.0,0
Print and Copy Shop,Self-Storage,0.2785,0.2785,0.0,0
Print and Copy Shop,Laundromat,0.2599,0.2599,0.0,0
Print and Copy Shop,Childcare,0.2587,0.2587,0.0,0
Print and Copy Shop,Funeral Services,0.2523,0.2523,0.0,0
Print and Copy Shop,Dry Cleaning,0.2393,0.2393,0.0,0
Print and Copy Shop,Other Amenity,0.2267,0.2267,0.0,0
Print and Copy Shop,Other Shop,0.1822,0.1822,0.0,0
Print and Copy Shop,Specialty Store,0.0043,0.0,0.0297,17
Print and Copy Shop,Clothing Store,0.0002,0.0,0.0052,3
Print and Copy Shop,Cafe,0.0,0.0,0.0017,1
Print and Copy Shop,Car Repair,0.0,0.0,0.0017,1
Print and Copy Shop,Cell Phone Store,0.0,0.0,0.0017,1
Print and Copy Shop,Recreation,0.0,0.0,0.0017,1
Public Restroom,Public Restroom,1.0,1.0,0.0,0
Public Restroom,Park,0.8519,0.8519,0.0,0
Public Restroom,Other Amenity,0.8146,0.8146,0.0,0
Public Restroom,Community Center,0.4507,0.4507,0.0,0
Public Restroom,Government Office,0.4328,0.4271,1.0,1
Public Restroom,Public Safety,0.3952,0.3952,0.0,0
Public Restroom,Campground,0.0099,0.0,1.0,1
Public Restroom,Massage Therapy,0.0099,0.0,1.0,1
Public Restroom,Restaurant,0.0099,0.0,1.0,1
Public Safety,Public Safety,1.0,1.0,1.0,2722
Public Safety,Clinic,0.9166,0.9166,0.0,0
Public Safety,Hospital,0.8046,0.8046,0.0,0
Public Safety,Community Center,0.6667,0.6667,0.0048,13
Public Safety,Government Office,0.6165,0.6165,0.0073,20
Public Safety,Other Healthcare,0.4947,0.4947,0.0,0
Public Safety,Park,0.4484,0.4484,0.0,0
Public Safety,Other Amenity,0.4228,0.4228,0.0,0
Public Safety,Dentist,0.4146,0.4146,0.0,0
Public Safety,Alternative Medicine,0.4023,0.4023,0.0,0
Public Safety,Mental Health,0.3978,0.3978,0.0,0
Public Safety,Public Restroom,0.3952,0.3952,0.0,0
Public Safety,Eye Care,0.3752,0.3752,0.0,0
Public Safety,Physical Therapy,0.3741,0.3741,0.0004,1
Public Safety,Cannabis Dispensary,0.3257,0.3257,0.0,0
Public Safety,Counseling,0.3149,0.3149,0.0,0
Public Safety,Occupational Therapy,0.3139,0.3139,0.0,0
Public Safety,Speech Therapist,0.3137,0.3137,0.0,0
Public Safety,Other Financial,0.3024,0.3024,0.0,0
Public Safety,Maternity Center,0.2944,0.2944,0.0,0
Public Safety,Home Service,0.0546,0.0,0.0797,217
Public Safety,Animal Shelter,0.0,0.0,0.0004,1
Public Safety,Bar,0.0,0.0,0.0004,1
Public Safety,Car Repair,0.0,0.0,0.0004,1
Public Safety,Clothing Store,0.0,0.0,0.0004,1
Public Safety,Pet Store,0.0,0.0,0.0004,1
Public Safety,Recreation,0.0,0.0,0.0004,1
Public Safety,School,0.0,0.0,0.0007,2
Public Safety,Supermarket,0.0,0.0,0.0004,1
Public Safety,University,0.0,0.0,0.0004,1
Real Estate,Real Estate,1.0,1.0,1.0,2053
Real Estate,Other Professional,0.5802,0.5802,0.0034,7
Real Estate,Other Financial,0.4841,0.4841,0.02,41
Real Estate,Home Service,0.4815,0.4815,0.0044,9
Real Estate,Legal Service,0.386,0.386,0.001,2
Real Estate,Bank,0.3717,0.3717,0.0,0
Real Estate,ATM,0.3632,0.3632,0.0,0
Real Estate,Self-Storage,0.3506,0.3506,0.0019,4
Real Estate,Print and Copy Shop,0.3365,0.3365,0.0,0
Real Estate,Post Office,0.3228,0.3228,0.0,0
Real Estate,Laundromat,0.3216,0.3216,0.0,0
Real Estate,Childcare,0.3198,0.3198,0.0,0
Real Estate,Funeral Services,0.3101,0.3101,0.0,0
Real Estate,Dry Cleaning,0.2906,0.2906,0.0,0
Real Estate,Other Amenity,0.2722,0.2722,0.0,0
Real Estate,Other Shop,0.2105,0.2105,0.0,0
Real Estate,Historic Site,0.0924,0.0,0.1276,262
Real Estate,Hotel,0.0024,0.0,0.0122,25
Real Estate,Community Center,0.0004,0.0,0.0044,9
Real Estate,Government Office,0.0002,0.0,0.0029,6
Real Estate,Specialty Store,0.0002,0.0,0.0029,6
Real Estate,Bar,0.0,0.0,0.0005,1
Real Estate,Bookstore,0.0,0.0,0.0005,1
Real Estate,Campground,0.0,0.0,0.0005,1
Real Estate,Event Venue,0.0,0.0,0.0005,1
Real Estate,Eye Care,0.0,0.0,0.0005,1
Real Estate,Florist,0.0,0.0,0.0005,1
Real Estate,Hardware,0.0,0.0,0.0005,1
Real Estate,Park,0.0,0.0,0.0005,1
Real Estate,Public Safety,0.0,0.0,0.0005,1
Real Estate,Restaurant,0.0,0.0,0.0005,1
Real Estate,School,0.0,0.0,0.0015,3
Real Estate,Shopping Center,0.0,0.0,0.0005,1
Recreation,Recreation,1.0,1.0,1.0,2701
Recreation,Fitness Center,0.9648,0.9648,0.2207,596
Recreation,Arcade,0.8308,0.8308,0.0155,42
Recreation,Casino,0.8269,0.8269,0.0048,13
Recreation,Park,0.8203,0.8203,0.0137,37
Recreation,Marina,0.7654,0.7654,0.0015,4
Recreation,Performing Arts,0.7431,0.7431,0.0152,41
Recreation,Pet Store,0.7084,0.7084,0.003,8
Recreation,Other Amenity,0.7048,0.7048,0.0152,41
Recreation,Golf Course,0.7042,0.7042,0.0174,47
Recreation,Swimming Pool,0.6993,0.6993,0.0829,224
Recreation,Veterinarian,0.6463,0.6463,0.0,0
Recreation,Bowling Alley,0.6409,0.6409,0.0144,39
Recreation,Arts Venue,0.5991,0.5991,0.0041,11
Recreation,Animal Shelter,0.5912,0.5912,0.0007,2
Recreation,Sports Outlet,0.586,0.586,0.0104,28
Recreation,Museum,0.5813,0.5813,0.0255,69
Recreation,Playground,0.5739,0.5739,0.03,81
Recreation,Event Venue,0.5585,0.5585,0.0067,18
Recreation,Dog Park,0.5549,0.5549,0.0,0
Recreation,Stadium,0.5535,0.5535,0.0193,52
Recreation,Movie Theater,0.5415,0.5415,0.0007,2
Recreation,Nightclub,0.5375,0.5375,0.0019,5
Recreation,Social Club,0.5325,0.5325,0.0022,6
Recreation,Hair and Beauty,0.4617,0.4617,0.01,27
Recreation,Massage Therapy,0.413,0.413,0.0285,77
Recreation,Tattoo and Piercing,0.3695,0.3695,0.0,0
Recreation,Other Healthcare,0.3335,0.3335,0.0011,3
Recreation,Other Professional,0.3258,0.3258,0.0019,5
Recreation,Specialty Store,0.3073,0.3073,0.0089,24
Recreation,Community Center,0.0733,0.0,0.1003,271
Recreation,Hotel,0.0445,0.0,0.0685,185
Recreation,Campground,0.0074,0.0,0.0207,56
Recreation,Historic Site,0.0072,0.0,0.0204,55
Recreation,Bar,0.0039,0.0,0.0141,38
Recreation,School,0.0007,0.0,0.0056,15
Recreation,Cafe,0.0006,0.0,0.0052,14
Recreation,Home Service,0.0006,0.0,0.0052,14
Recreation,Restaurant,0.0003,0.0,0.0037,10
Recreation,Farmers Market,0.0001,0.0,0.0015,4
Recreation,Place of Worship,0.0001,0.0,0.0019,5
Recreation,University,0.0001,0.0,0.0019,5
Recreation,Alternative Medicine,0.0,0.0,0.0004,1
Recreation,Bakery,0.0,0.0,0.0004,1
Recreation,Car Repair,0.0,0.0,0.0004,1
Recreation,Childcare,0.0,0.0,0.0007,2
Recreation,Convenience Store,0.0,0.0,0.0004,1
Recreation,Dessert Shop,0.0,0.0,0.0007,2
Recreation,Florist,0.0,0.0,0.0007,2
Recreation,Garden Store,0.0,0.0,0.0011,3
Recreation,Government Office,0.0,0.0,0.0011,3
Recreation,Hardware,0.0,0.0,0.0004,1
Recreation,Jewelry Store,0.0,0.0,0.0007,2
Recreation,Library,0.0,0.0,0.0011,3
Recreation,Mental Health,0.0,0.0,0.0004,1
Recreation,Other Shop,0.0,0.0,0.0011,3
Recreation,Physical Therapy,0.0,0.0,0.0007,2
Recreation,Print and Copy Shop,0.0,0.0,0.0004,1
Recreation,Public Safety,0.0,0.0,0.0004,1
Recreation,Real Estate,0.0,0.0,0.0004,1
Recreation,Self-Storage,0.0,0.0,0.0004,1
Recreation,Supermarket,0.0,0.0,0.0004,1
Restaurant,Restaurant,1.0,1.0,1.0,69473
Restaurant,Bar,0.6153,0.6153,0.0518,3600
Restaurant,Cafe,0.6111,0.6111,0.0235,1636
Restaurant,Fast Food,0.5981,0.5981,0.0242,1681
Restaurant,Dessert Shop,0.5783,0.5783,0.0056,388
Restaurant,Bakery,0.5638,0.5638,0.0068,472
Restaurant,Specialty Store,0.0009,0.0,0.0017,115
Restaurant,Hotel,0.0006,0.0,0.0013,92
Restaurant,Performing Arts,0.0006,0.0,0.0013,92
Restaurant,Supermarket,0.0006,0.0,0.0012,84
Restaurant,Community Center,0.0001,0.0,0.0004,26
Restaurant,Convenience Store,0.0001,0.0,0.0003,23
Restaurant,Event Venue,0.0001,0.0,0.0003,21
Restaurant,Other Amenity,0.0001,0.0,0.0005,34
Restaurant,Recreation,0.0001,0.0,0.0004,26
Restaurant,Alternative Medicine,0.0,0.0,0.0,1
Restaurant,Arcade,0.0,0.0,0.0002,17
Restaurant,Arts Venue,0.0,0.0,0.0001,5
Restaurant,Bike shop,0.0,0.0,0.0,1
Restaurant,Bookstore,0.0,0.0,0.0001,7
Restaurant,Bowling Alley,0.0,0.0,0.0001,10
Restaurant,Campground,0.0,0.0,0.0,3
Restaurant,Car Dealer,0.0,0.0,0.0,1
Restaurant,Car Repair,0.0,0.0,0.0,3
Restaurant,Casino,0.0,0.0,0.0,1
Restaurant,Clothing Store,0.0,0.0,0.0001,4
Restaurant,Discount Store,0.0,0.0,0.0,1
Restaurant,Farmers Market,0.0,0.0,0.0002,15
Restaurant,Fitness Center,0.0,0.0,0.0,3
Restaurant,Florist,0.0,0.0,0.0001,5
Restaurant,Furniture Store,0.0,0.0,0.0,2
Restaurant,Garden Store,0.0,0.0,0.0,2
Restaurant,Gas Station,0.0,0.0,0.0001,6
Restaurant,Golf Course,0.0,0.0,0.0002,13
Restaurant,Government Office,0.0,0.0,0.0,1
Restaurant,Hardware,0.0,0.0,0.0,2
Restaurant,Historic Site,0.0,0.0,0.0001,4
Restaurant,Home Service,0.0,0.0,0.0,3
Restaurant,Jewelry Store,0.0,0.0,0.0,2
Restaurant,Laundromat,0.0,0.0,0.0,1
Restaurant,Liquor Store,0.0,0.0,0.0001,8
Restaurant,Marina,0.0,0.0,0.0001,7
Restaurant,Market,0.0,0.0,0.0001,9
Restaurant,Massage Therapy,0.0,0.0,0.0,1
Restaurant,Movie Theater,0.0,0.0,0.0,2
Restaurant,Museum,0.0,0.0,0.0,2
Restaurant,Nightclub,0.0,0.0,0.0001,10
Restaurant,Other Healthcare,0.0,0.0,0.0,2
Restaurant,Other Professional,0.0,0.0,0.0001,7
Restaurant,Other Shop,0.0,0.0,0.0001,8
Restaurant,Park,0.0,0.0,0.0,2
Restaurant,Pet Store,0.0,0.0,0.0001,5
Restaurant,Pharmacy,0.0,0.0,0.0,2
Restaurant,Place of Worship,0.0,0.0,0.0,1
Restaurant,Playground,0.0,0.0,0.0,2
Restaurant,Real Estate,0.0,0.0,0.0,1
Restaurant,School,0.0,0.0,0.0001,8
Restaurant,Shopping Center,0.0,0.0,0.0,3
Restaurant,Social Club,0.0,0.0,0.0,2
Restaurant,Sports Outlet,0.0,0.0,0.0001,6
Restaurant,Tattoo and Piercing,0.0,0.0,0.0,2
Restaurant,Thrift Store,0.0,0.0,0.0,1
Restaurant,University,0.0,0.0,0.0,2
School,School,1.0,1.0,1.0,15782
School,University,0.8562,0.8562,0.0082,129
School,Kindergarten,0.8155,0.8155,0.0143,225
School,Library,0.7179,0.7179,0.0004,7
School,Other Professional,0.6256,0.6256,0.0017,27
School,Government Office,0.4356,0.4356,0.0015,23
School,Community Center,0.0038,0.0,0.0072,113
School,Performing Arts,0.0025,0.0,0.0054,85
School,Home Service,0.0011,0.0,0.0033,52
School,Place of Worship,0.0011,0.0,0.0032,51
School,Childcare,0.0004,0.0,0.0018,29
School,Recreation,0.0004,0.0,0.0017,27
School,Specialty Store,0.0003,0.0,0.0015,24
School,Fitness Center,0.0001,0.0,0.001,16
School,Other Shop,0.0001,0.0,0.0007,11
School,Stadium,0.0001,0.0,0.0006,10
School,Alternative Medicine,0.0,0.0,0.0001,2
School,Arts Venue,0.0,0.0,0.0003,4
School,Bookstore,0.0,0.0,0.0003,4
School,Car Repair,0.0,0.0,0.0001,1
School,Clinic,0.0,0.0,0.0002,3
School,Clothing Store,0.0,0.0,0.0001,1
School,Dog Park,0.0,0.0,0.0001,1
School,Event Venue,0.0,0.0,0.0003,4
School,Eye Care,0.0,0.0,0.0001,1
School,Hair and Beauty,0.0,0.0,0.0004,6
School,Historic Site,0.0,0.0,0.0001,1
School,Hotel,0.0,0.0,0.0002,3
School,Legal Service,0.0,0.0,0.0001,1
School,Market,0.0,0.0,0.0001,1
School,Mental Health,0.0,0.0,0.0003,5
School,Museum,0.0,0.0,0.0006,9
School,Other Amenity,0.0,0.0,0.0002,3
School,Other Financial,0.0,0.0,0.0001,1
School,Other Healthcare,0.0,0.0,0.0001,2
School,Park,0.0,0.0,0.0004,6
School,Pet Store,0.0,0.0,0.0001,1
School,Print and Copy Shop,0.0,0.0,0.0002,3
School,Public Safety,0.0,0.0,0.0004,6
School,Real Estate,0.0,0.0,0.0001,1
School,Restaurant,0.0,0.0,0.0005,8
School,Speech Therapist,0.0,0.0,0.0001,2
School,Sports Outlet,0.0,0.0,0.0005,8
School,Supermarket,0.0,0.0,0.0001,1
School,Swimming Pool,0.0,0.0,0.0005,8
School,Veterinarian,0.0,0.0,0.0001,1
Self-Storage,Self-Storage,1.0,1.0,1.0,1666
Self-Storage,Other Financial,0.3726,0.3726,0.0,0
Self-Storage,Home Service,0.3711,0.3711,0.0006,1
Self-Storage,Real Estate,0.3506,0.3506,0.0006,1
Self-Storage,Other Professional,0.3282,0.3282,0.0012,2
Self-Storage,Legal Service,0.3116,0.3116,0.0,0
Self-Storage,Bank,0.3023,0.3023,0.0,0
Self-Storage,ATM,0.2966,0.2966,0.0,0
Self-Storage,Print and Copy Shop,0.2785,0.2785,0.0,0
Self-Storage,Post Office,0.2691,0.2691,0.0,0
Self-Storage,Laundromat,0.2683,0.2683,0.0,0
Self-Storage,Childcare,0.267,0.267,0.0,0
Self-Storage,Funeral Services,0.2602,0.2602,0.0,0
Self-Storage,Dry Cleaning,0.2464,0.2464,0.0,0
Self-Storage,Other Amenity,0.233,0.233,0.0006,1
Self-Storage,Other Shop,0.1863,0.1863,0.0006,1
Self-Storage,Car Repair,0.0001,0.0,0.0018,3
Self-Storage,Campground,0.0,0.0,0.0006,1
Self-Storage,Convenience Store,0.0,0.0,0.0012,2
Self-Storage,Discount Store,0.0,0.0,0.0006,1
Self-Storage,Fitness Center,0.0,0.0,0.0006,1
Self-Storage,Gas Station,0.0,0.0,0.0006,1
Self-Storage,Jewelry Store,0.0,0.0,0.0006,1
Self-Storage,Liquor Store,0.0,0.0,0.0006,1
Self-Storage,Recreation,0.0,0.0,0.0006,1
Self-Storage,Specialty Store,0.0,0.0,0.0006,1
Self-Storage,Sports Outlet,0.0,0.0,0.0006,1
Shoe Store,Shoe Store,1.0,1.0,1.0,1447
Shoe Store,Clothing Store,0.7544,0.7544,0.0836,121
Shoe Store,Jewelry Store,0.6338,0.6338,0.0007,1
Shoe Store,Eye Care,0.5753,0.5753,0.0,0
Shoe Store,Other Shop,0.4365,0.4365,0.0007,1
Shoe Store,Specialty Store,0.398,0.398,0.0325,47
Shoe Store,Hardware,0.3489,0.3489,0.0,0
Shoe Store,Car Dealer,0.3285,0.3285,0.0,0
Shoe Store,Supermarket,0.3141,0.3141,0.0,0
Shoe Store,Convenience Store,0.3107,0.3107,0.0,0
Shoe Store,Florist,0.3104,0.3104,0.0,0
Shoe Store,Thrift Store,0.3058,0.3058,0.0021,3
Shoe Store,Sports Outlet,0.301,0.301,0.0511,74
Shoe Store,Car Repair,0.2987,0.2987,0.0,0
Shoe Store,Cell Phone Store,0.2968,0.2968,0.0,0
Shoe Store,Discount Store,0.2952,0.2952,0.0,0
Shoe Store,Pharmacy,0.2946,0.2946,0.0,0
Shoe Store,Furniture Store,0.2945,0.2945,0.0,0
Shoe Store,Bookstore,0.2892,0.2892,0.0,0
Shoe Store,Liquor Store,0.284,0.284,0.0,0
Shoe Store,Garden Store,0.2796,0.2796,0.0,0
Shoe Store,Pet Store,0.2774,0.2774,0.0,0
Shoe Store,Farmers Market,0.2707,0.2707,0.0,0
Shoe Store,Shopping Center,0.2704,0.2704,0.0,0
Shoe Store,Wholesale Store,0.2611,0.2611,0.0,0
Shoe Store,Bike shop,0.2562,0.2562,0.0,0
Shoe Store,Cannabis Dispensary,0.2487,0.2487,0.0,0
Shoe Store,Market,0.242,0.242,0.0,0
Shoe Store,Fast Food,0.2329,0.2329,0.0,0
Shoe Store,Physical Therapy,0.0037,0.0,0.018,26
Shoe Store,Arts Venue,0.0,0.0,0.0007,1
Shoe Store,Performing Arts,0.0,0.0,0.0007,1
Shoe Store,Real Estate,0.0,0.0,0.0007,1
Shoe Store,Recreation,0.0,0.0,0.0014,2
Shoe Store,Restaurant,0.0,0.0,0.0007,1
Shopping Center,Shopping Center,1.0,1.0,1.0,301
Shopping Center,Other Shop,0.4153,0.4153,0.0166,5
Shopping Center,Specialty Store,0.3803,0.3803,0.0465,14
Shopping Center,Hardware,0.3352,0.3352,0.0033,1
Shopping Center,Clothing Store,0.3341,0.3341,0.0299,9
Shopping Center,Car Dealer,0.3164,0.3164,0.0,0
Shopping Center,Supermarket,0.303,0.303,0.01,3
Shopping Center,Convenience Store,0.2998,0.2998,0.0,0
Shopping Center,Florist,0.2996,0.2996,0.0066,2
Shopping Center,Thrift Store,0.2952,0.2952,0.0,0
Shopping Center,Sports Outlet,0.2907,0.2907,0.0,0
Shopping Center,Car Repair,0.2886,0.2886,0.0033,1
Shopping Center,Cell Phone Store,0.2868,0.2868,0.0,0
Shopping Center,Discount Store,0.2854,0.2854,0.0033,1
Shopping Center,Pharmacy,0.2848,0.2848,0.0,0
Shopping Center,Furniture Store,0.2847,0.2847,0.0,0
Shopping Center,Jewelry Store,0.2825,0.2825,0.0,0
Shopping Center,Bookstore,0.2798,0.2798,0.0,0
Shopping Center,Liquor Store,0.2749,0.2749,0.0,0
Shopping Center,Garden Store,0.2707,0.2707,0.0,0
Shopping Center,Shoe Store,0.2704,0.2704,0.0,0
Shopping Center,Pet Store,0.2686,0.2686,0.0,0
Shopping Center,Farmers Market,0.2624,0.2624,0.0,0
Shopping Center,Eye Care,0.2572,0.2572,0.0,0
Shopping Center,Wholesale Store,0.2533,0.2533,0.0,0
Shopping Center,Bike shop,0.2487,0.2487,0.0,0
Shopping Center,Cannabis Dispensary,0.2417,0.2417,0.0,0
Shopping Center,Market,0.2354,0.2354,0.0033,1
Shopping Center,Fast Food,0.2267,0.2267,0.0,0
Shopping Center,Restaurant,0.0003,0.0,0.01,3
Shopping Center,Cafe,0.0,0.0,0.0033,1
Shopping Center,Event Venue,0.0,0.0,0.0033,1
Shopping Center,Historic Site,0.0,0.0,0.0033,1
Shopping Center,Post Office,0.0,0.0,0.0033,1
Shopping Center,Real Estate,0.0,0.0,0.0033,1
Social Club,Social Club,1.0,1.0,0.1298,44
Social Club,Community Center,0.7722,0.0,1.0,339
Social Club,Other Amenity,0.6854,0.6854,0.0029,1
Social Club,Performing Arts,0.5974,0.5974,0.0059,2
Social Club,Arts Venue,0.585,0.585,0.0029,1
Social Club,Museum,0.5681,0.5681,0.0206,7
Social Club,Event Venue,0.5462,0.5462,0.0147,5
Social Club,Stadium,0.5414,0.5414,0.0,0
Social Club,Recreation,0.5325,0.5325,0.0147,5
Social Club,Movie Theater,0.53,0.53,0.0,0
Social Club,Nightclub,0.5261,0.5261,0.0029,1
Social Club,Arcade,0.506,0.506,0.0029,1
Social Club,Casino,0.5034,0.5034,0.0,0
Social Club,Hotel,0.0323,0.0,0.115,39
Social Club,Bar,0.0098,0.0,0.059,20
Social Club,Place of Worship,0.0044,0.0,0.0383,13
Social Club,Print and Copy Shop,0.001,0.0,0.0177,6
Social Club,Mental Health,0.0003,0.0,0.0088,3
Social Club,Fitness Center,0.0001,0.0,0.0059,2
Social Club,Historic Site,0.0001,0.0,0.0059,2
Social Club,Other Healthcare,0.0001,0.0,0.0059,2
Social Club,Other Professional,0.0001,0.0,0.0059,2
Social Club,School,0.0001,0.0,0.0059,2
Social Club,Childcare,0.0,0.0,0.0029,1
Social Club,Clothing Store,0.0,0.0,0.0029,1
Social Club,Dentist,0.0,0.0,0.0029,1
Social Club,Funeral Services,0.0,0.0,0.0029,1
Social Club,Government Office,0.0,0.0,0.0029,1
Social Club,Library,0.0,0.0,0.0029,1
Social Club,Public Safety,0.0,0.0,0.0029,1
Social Club,Restaurant,0.0,0.0,0.0029,1
Social Club,Swimming Pool,0.0,0.0,0.0029,1
Social Club,University,0.0,0.0,0.0029,1
Specialty Store,Specialty Store,1.0,1.0,0.8884,4045
Specialty Store,Hardware,0.9958,0.8034,1.0,4553
Specialty Store,Cannabis Dispensary,0.9328,0.9328,0.0048,22
Specialty Store,Cell Phone Store,0.9304,0.9304,0.0184,84
Specialty Store,Supermarket,0.9105,0.9105,0.0061,28
Specialty Store,Thrift Store,0.8953,0.8953,0.0215,98
Specialty Store,Bookstore,0.8714,0.8714,0.0077,35
Specialty Store,Florist,0.866,0.866,0.2256,1027
Specialty Store,Other Shop,0.8185,0.8185,0.0652,297
Specialty Store,Liquor Store,0.8043,0.8043,0.0009,4
Specialty Store,Market,0.7102,0.7102,0.0042,19
Specialty Store,Sports Outlet,0.6406,0.6406,0.0042,19
Specialty Store,Fast Food,0.6347,0.6347,0.0002,1
Specialty Store,Car Repair,0.6336,0.6336,0.0061,28
Specialty Store,Pharmacy,0.6208,0.6208,0.0007,3
Specialty Store,Furniture Store,0.6205,0.6205,0.0195,89
Specialty Store,Garden Store,0.5757,0.5757,0.0059,27
Specialty Store,Pet Store,0.5692,0.5692,0.0009,4
Specialty Store,Clothing Store,0.5535,0.5535,0.0365,166
Specialty Store,Hair and Beauty,0.5162,0.5162,0.0004,2
Specialty Store,Bike shop,0.5093,0.5093,0.0002,1
Specialty Store,Car Dealer,0.5064,0.5064,0.0004,2
Specialty Store,Convenience Store,0.4652,0.4652,0.0033,15
Specialty Store,Discount Store,0.4314,0.4314,0.0013,6
Specialty Store,Jewelry Store,0.4248,0.4248,0.0097,44
